emp_no,first_name,last_name,title,from_date,to_date,hire_date
13605,Dmitry,Encarnacion,Senior Staff,1991-09-29,9999-01-01,1985-09-29
13614,Toshimo,Assaf,Senior Staff,1998-01-29,9999-01-01,1985-05-18
13620,Elvis,Dolinsky,Senior Engineer,1992-06-12,9999-01-01,1985-06-12
13628,Dipankar,Pfau,Senior Engineer,1998-03-16,9999-01-01,1985-02-22
13637,Zhigen,Cesareni,Engineer,1997-12-31,9999-01-01,1985-12-20
13648,Zejun,Lamba,Technique Leader,1985-11-16,9999-01-01,1985-11-16
13653,Kristen,Iivonen,Senior Staff,2000-01-17,9999-01-01,1985-07-11
13658,Adamantios,Goodrum,Engineer,1998-07-06,9999-01-01,1985-05-13
13680,Denny,Speer,Staff,1996-02-05,9999-01-01,1985-03-18
13692,Yongdong,Kisuki,Staff,1996-08-27,9999-01-01,1985-03-27
13695,Sakthirel,Tsukuda,Senior Staff,1992-07-02,9999-01-01,1985-07-02
13697,Shuichi,Weedon,Technique Leader,1985-06-20,9999-01-01,1985-06-20
13702,Moie,Mamelak,Engineer,1995-08-10,9999-01-01,1985-12-14
13721,Sugwoo,Delgrossi,Senior Staff,2001-09-20,9999-01-01,1985-08-25
13727,Vitali,Merey,Staff,1999-10-07,9999-01-01,1985-09-21
13737,Supot,Fairtlough,Senior Engineer,1994-08-01,9999-01-01,1985-08-01
13774,Ramzi,Barbanera,Senior Staff,1991-04-11,9999-01-01,1985-10-20
13792,Valery,Sury,Senior Staff,1991-07-27,9999-01-01,1985-07-27
13815,Guadalupe,Plotkin,Senior Engineer,1993-09-09,9999-01-01,1985-09-09
13826,Zhigen,Greenaway,Senior Staff,1988-06-24,9999-01-01,1985-02-26
13836,Taiji,Przulj,Senior Staff,1992-09-05,9999-01-01,1985-09-05
13846,Guiseppe,Welham,Senior Staff,1985-03-20,9999-01-01,1985-03-20
13876,Fatemeh,Swan,Senior Staff,1995-05-03,9999-01-01,1985-06-04
13880,Bedrich,Mandell,Senior Staff,1991-12-24,9999-01-01,1985-12-24
13884,Kensei,Swift,Engineer,1998-12-21,9999-01-01,1985-02-18
13890,Marin,Antonisse,Senior Staff,1991-11-30,9999-01-01,1985-11-30
13915,Oguz,Bouloucos,Technique Leader,1991-08-17,9999-01-01,1985-06-22
13939,Reinhold,Cherinka,Senior Staff,2001-10-30,9999-01-01,1985-10-13
13942,Elzbieta,Esteva,Technique Leader,1997-10-13,9999-01-01,1985-06-13
13951,Mooi,Genther,Senior Staff,1990-12-28,9999-01-01,1985-12-28
13955,Shem,Munck,Senior Engineer,1993-10-05,9999-01-01,1985-10-05
13959,Danae,Apsitis,Senior Engineer,1992-05-15,9999-01-01,1985-05-15
13962,Maris,Ghelli,Senior Engineer,1994-10-26,9999-01-01,1985-05-17
13963,Aimee,Brookner,Senior Staff,1999-08-05,9999-01-01,1985-09-07
13969,Jianwen,Chandrasekhar,Technique Leader,1985-05-29,9999-01-01,1985-05-29
13983,Sarita,Siepmann,Staff,2000-01-12,9999-01-01,1985-03-22
13998,Changho,Fujisaki,Senior Engineer,1994-06-05,9999-01-01,1985-06-05
13999,Florian,Crouzet,Senior Staff,2000-02-25,9999-01-01,1985-06-11
14005,Vojin,Stellhorn,Technique Leader,1985-05-10,9999-01-01,1985-05-10
14014,Adas,Rassart,Engineer,1997-07-03,9999-01-01,1985-03-18
14034,Aloys,Seghrouchni,Senior Staff,1991-08-26,9999-01-01,1985-08-26
14047,Brewster,Slobodova,Engineer,1995-12-22,9999-01-01,1985-10-12
14052,Mingdong,Shrader,Senior Engineer,1998-05-01,9999-01-01,1985-11-05
14057,Boriana,Beidas,Senior Engineer,1994-03-24,9999-01-01,1985-03-24
14073,Fumino,Rajcani,Senior Staff,1993-07-29,9999-01-01,1985-06-03
14089,Cordelia,Anguita,Senior Engineer,1997-08-10,9999-01-01,1985-06-14
14092,Yahiko,Acton,Senior Staff,1993-04-01,9999-01-01,1985-04-01
14118,Kasturi,Anido,Senior Staff,1985-04-06,9999-01-01,1985-04-06
14120,Horward,Rabejac,Senior Engineer,1990-08-11,9999-01-01,1985-08-11
14126,Neven,Gubsky,Senior Engineer,1985-08-15,9999-01-01,1985-08-15
14152,Vishu,Cesareni,Senior Engineer,1997-01-30,9999-01-01,1985-06-16
14167,Adas,Hertweck,Senior Engineer,1994-12-01,9999-01-01,1985-12-01
14181,Persi,Gecsel,Senior Staff,2000-06-27,9999-01-01,1985-12-17
14207,Franziska,Schaaf,Senior Staff,1999-08-05,9999-01-01,1985-02-14
14222,Shaleah,Luders,Senior Staff,1995-05-25,9999-01-01,1985-12-07
14242,Sudhanshu,Benaini,Senior Staff,1992-06-27,9999-01-01,1985-06-27
14262,Mizuhito,Flexer,Staff,1996-12-22,9999-01-01,1985-08-12
14282,Claudi,Aumann,Senior Staff,1985-07-06,9999-01-01,1985-07-06
14291,Berhard,Rodier,Engineer,2001-01-09,9999-01-01,1985-06-08
14292,Susanna,Vigier,Senior Staff,1997-02-18,9999-01-01,1985-09-16
14305,Duri,Bazelow,Senior Engineer,1994-06-15,9999-01-01,1985-08-26
14338,Behnaam,Pelz,Senior Engineer,1990-11-29,9999-01-01,1985-03-13
14340,Vitaly,Wixon,Senior Engineer,1995-12-19,9999-01-01,1985-04-03
14354,Mong,Bojadziev,Senior Staff,1990-08-28,9999-01-01,1985-08-28
14356,Remko,Zeidenstein,Senior Engineer,1985-06-04,9999-01-01,1985-06-04
14358,Samphel,Serre,Senior Staff,1990-09-19,9999-01-01,1985-09-19
14363,Phule,Yemenis,Senior Engineer,1990-06-27,9999-01-01,1985-06-27
14376,Munenori,Serdy,Senior Engineer,1993-05-30,9999-01-01,1985-05-30
14413,Shim,Masand,Senior Staff,1985-06-13,9999-01-01,1985-06-13
14415,Yuriy,Brookman,Engineer,1999-07-22,9999-01-01,1985-10-31
14422,Toshimo,Gadepally,Senior Engineer,1990-10-20,9999-01-01,1985-10-20
14429,Marek,Koblick,Senior Staff,1995-10-27,9999-01-01,1985-06-18
14443,Kinh,Barriga,Senior Staff,1994-10-28,9999-01-01,1985-10-28
14462,Marl,Pietrzykowski,Senior Staff,1995-04-28,9999-01-01,1985-02-14
14469,Dannz,Rusmann,Staff,1996-02-24,9999-01-01,1985-09-26
14488,Zijian,Luks,Senior Staff,1985-05-25,9999-01-01,1985-05-25
14495,Tokuyasu,Denna,Senior Staff,1996-01-01,9999-01-01,1985-08-03
14508,Shahid,Babu,Senior Staff,1994-02-18,9999-01-01,1985-02-18
14513,Samphel,Barreiro,Senior Staff,1985-07-28,9999-01-01,1985-07-28
14525,Eben,Neiman,Senior Engineer,1992-10-07,9999-01-01,1985-10-07
14531,Armond,Ruther,Senior Engineer,1993-06-02,9999-01-01,1985-06-02
14542,Keiichiro,Navazio,Senior Staff,1990-06-16,9999-01-01,1985-06-16
14554,Quingbo,Bharadwaj,Senior Staff,1990-02-19,9999-01-01,1985-02-19
14556,Fatemeh,Zultner,Engineer,1994-12-26,9999-01-01,1985-04-18
14560,Elrique,Driscoll,Senior Engineer,1993-05-21,9999-01-01,1985-05-21
14565,Edwin,Kroft,Senior Staff,1996-04-10,9999-01-01,1985-10-06
14569,Shaz,Pagter,Senior Engineer,1999-12-06,9999-01-01,1985-05-06
14582,Kiyokazu,Morrin,Senior Engineer,1999-04-08,9999-01-01,1985-06-26
14586,Mabry,Katiyar,Senior Engineer,1989-07-18,9999-01-01,1985-11-29
14593,Subhankar,Cincotta,Senior Staff,1992-04-10,9999-01-01,1985-04-10
14640,Toshimori,Kornatzky,Senior Engineer,1998-05-20,9999-01-01,1985-05-07
14653,Franziska,Macedo,Senior Engineer,1993-12-17,9999-01-01,1985-12-17
14659,Sashi,Adachi,Senior Engineer,1990-03-16,9999-01-01,1985-03-16
14669,Faiza,Hettesheimer,Senior Engineer,1985-05-31,9999-01-01,1985-05-31
14687,Sakthirel,Osgood,Senior Engineer,1995-11-01,9999-01-01,1985-03-19
14697,Emdad,Thibadeau,Senior Staff,1990-08-02,9999-01-01,1985-08-02
14705,Stella,Leonhardt,Senior Staff,1999-06-05,9999-01-01,1985-09-16
14723,Constantino,Assaf,Senior Staff,2002-06-01,9999-01-01,1985-05-24
14739,Ute,Piancastelli,Engineer,1994-01-29,9999-01-01,1985-12-26
14768,Khedija,Winter,Senior Engineer,1994-05-15,9999-01-01,1985-05-15
14773,Phuoc,Hutton,Senior Engineer,2001-12-28,9999-01-01,1985-12-01
14775,Rutger,Nitta,Senior Engineer,1999-11-01,9999-01-01,1985-09-07
14785,Zhonghua,Kaiser,Senior Engineer,1988-06-23,9999-01-01,1985-10-15
14813,Naftali,Alpin,Senior Staff,1990-10-21,9999-01-01,1985-10-21
14823,Debaprosad,Grabner,Senior Engineer,1996-07-04,9999-01-01,1985-04-01
14827,Wuxu,Lortz,Senior Staff,1991-10-06,9999-01-01,1985-10-06
14833,Jaques,Welham,Senior Staff,1994-06-15,9999-01-01,1985-09-06
14847,Matk,Perng,Senior Staff,1995-09-07,9999-01-01,1985-07-06
14850,Shigehiro,Tchuente,Staff,2000-01-08,9999-01-01,1985-08-03
14852,George,Lindenbaum,Senior Staff,1985-10-03,9999-01-01,1985-10-03
14872,Tonny,Zaccaria,Senior Staff,1998-01-11,9999-01-01,1985-03-27
14878,Lorien,Arlazarov,Senior Engineer,1999-05-19,9999-01-01,1985-11-03
14882,Malu,Matzen,Senior Staff,1990-12-20,9999-01-01,1985-12-20
14897,Alair,Grabner,Senior Staff,1996-04-17,9999-01-01,1985-07-07
14899,Alejandro,Casley,Senior Staff,1991-02-22,9999-01-01,1985-02-22
14904,Chaitali,Ouhyoung,Senior Staff,1996-03-03,9999-01-01,1985-09-16
14908,Kerhong,Flanders,Senior Engineer,1997-09-17,9999-01-01,1985-03-25
14911,Xiaobin,Chelton,Senior Engineer,1994-04-06,9999-01-01,1985-12-30
14915,Huican,Picco,Engineer,1994-07-03,9999-01-01,1985-02-26
14923,Shuzo,Gyorkos,Technique Leader,1985-05-15,9999-01-01,1985-05-15
14928,Satoru,Mukaidono,Senior Staff,1985-05-17,9999-01-01,1985-05-17
14934,Shaleah,Ecklund,Senior Staff,1992-02-27,9999-01-01,1985-02-26
14952,Raimond,Gornas,Senior Engineer,1999-08-16,9999-01-01,1985-05-24
14971,Fan,Simmen,Senior Staff,1991-03-25,9999-01-01,1985-12-02
14972,Kagan,Kakkar,Senior Engineer,2001-09-07,9999-01-01,1985-09-23
14996,Jianhao,Schahn,Senior Engineer,1992-02-13,9999-01-01,1985-02-12
14997,Kshitij,Lamba,Senior Engineer,1994-07-06,9999-01-01,1985-05-22
14998,Subir,Brandsma,Engineer,1997-10-17,9999-01-01,1985-09-26
15001,Brewster,Kawashimo,Senior Engineer,1990-02-02,9999-01-01,1985-02-02
15018,Ramalingam,Prenel,Senior Staff,1999-03-11,9999-01-01,1985-02-28
15026,Geoffrey,Manderick,Senior Engineer,1985-03-24,9999-01-01,1985-03-24
15033,Junichi,Thambidurai,Senior Staff,1994-06-04,9999-01-01,1985-06-04
15035,Sanjai,Kranzdorf,Senior Engineer,1990-08-22,9999-01-01,1985-08-22
15036,Ziva,Delgrande,Senior Engineer,1994-11-04,9999-01-01,1985-05-18
15052,Flemming,Kranzdorf,Senior Engineer,1993-01-27,9999-01-01,1985-04-05
15055,Shrikanth,Sherertz,Senior Staff,1997-07-15,9999-01-01,1985-11-23
15056,Babette,Driscoll,Engineer,1996-08-09,9999-01-01,1985-05-20
15061,Kwangyoen,Hofmeyr,Senior Engineer,1997-06-27,9999-01-01,1985-11-08
15066,Tomokazu,Oaver,Senior Engineer,2002-06-29,9999-01-01,1985-06-25
15085,Radhia,Douceur,Technique Leader,1990-11-15,9999-01-01,1985-05-05
15091,Troy,DuCasse,Staff,1994-10-30,9999-01-01,1985-02-12
15092,Remmert,Bahi,Senior Staff,1986-05-26,9999-01-01,1985-08-12
15096,Sastry,Ulupinar,Senior Staff,1992-03-05,9999-01-01,1985-03-05
15098,Shaleah,Hutter,Senior Engineer,1992-10-05,9999-01-01,1985-10-05
15140,Yonghong,Schahn,Senior Staff,1996-07-03,9999-01-01,1985-12-11
15147,Kwangyoen,Pesch,Senior Engineer,1992-07-31,9999-01-01,1985-07-31
15163,Subhada,Castellani,Senior Engineer,1990-12-22,9999-01-01,1985-12-22
15191,Kazuhiro,Seuren,Technique Leader,1989-01-08,9999-01-01,1985-11-24
15208,Sudharsan,Shokrollahi,Senior Staff,1994-04-18,9999-01-01,1985-03-22
15218,Shuky,Conry,Senior Staff,2001-08-10,9999-01-01,1985-12-22
15236,Haldun,Perng,Senior Engineer,1992-08-12,9999-01-01,1985-02-18
15244,Gina,Bail,Senior Engineer,1992-08-22,9999-01-01,1985-08-22
15253,Ayonca,Pardalos,Senior Engineer,1992-06-06,9999-01-01,1985-06-06
15281,Thanasis,Smeets,Senior Engineer,1988-08-29,9999-01-01,1985-02-07
15287,Zhenhua,Kroll,Senior Engineer,1998-06-16,9999-01-01,1985-12-12
15290,Sadegh,Marzano,Engineer,1998-08-27,9999-01-01,1985-08-25
15302,Kwan,Ozery,Staff,1996-08-02,9999-01-01,1985-03-28
15322,Munehiko,Sidou,Senior Engineer,1993-02-04,9999-01-01,1985-02-04
15343,Chaosheng,Luce,Senior Engineer,1992-03-12,9999-01-01,1985-03-12
15349,Gift,Gulik,Engineer,1999-10-29,9999-01-01,1985-05-23
15354,Chikara,Nyrup,Staff,1994-10-18,9999-01-01,1985-02-18
15375,Shuho,Manders,Senior Staff,2000-11-02,9999-01-01,1985-03-01
15382,Alassane,Siegrist,Senior Staff,1992-12-26,9999-01-01,1985-12-26
15387,Moon,Shiratori,Senior Engineer,1993-12-04,9999-01-01,1985-12-04
15392,Pradeep,Markovitch,Assistant Engineer,1994-07-04,9999-01-01,1985-12-17
15399,Oscar,Mukaidono,Technique Leader,1985-05-01,9999-01-01,1985-05-01
15412,Huai,Thiria,Senior Engineer,1992-08-23,9999-01-01,1985-08-23
15418,Gianluca,Neimat,Senior Staff,1994-10-25,9999-01-01,1985-10-25
15427,Aluzio,Aamodt,Engineer,1998-02-15,9999-01-01,1985-03-03
15430,Aamod,Egerstedt,Engineer,1996-07-22,9999-01-01,1985-03-01
15452,Kazuhira,Weedman,Engineer,1995-05-11,9999-01-01,1985-04-16
15474,Gilbert,Plumb,Senior Staff,1994-12-04,9999-01-01,1985-06-30
15480,Kwok,Trogemann,Senior Engineer,1999-04-29,9999-01-01,1985-04-07
15503,Stamatina,Tagansky,Senior Staff,1987-12-10,9999-01-01,1985-07-18
15511,George,Kowalchuk,Senior Staff,1986-04-20,9999-01-01,1985-05-11
15521,Takahiro,Argence,Senior Staff,1992-11-16,9999-01-01,1985-11-16
15525,Masadi,Cherinka,Senior Engineer,2001-04-27,9999-01-01,1985-11-18
15537,Debatosh,Rahier,Senior Engineer,2001-11-25,9999-01-01,1985-10-14
15548,Sanjai,Caine,Senior Engineer,1997-05-08,9999-01-01,1985-10-26
15558,Aron,Pehl,Senior Staff,1985-12-20,9999-01-01,1985-12-20
15577,Matt,Menhardt,Staff,1997-11-15,9999-01-01,1985-10-26
15592,Mohit,Conde,Senior Engineer,1997-09-16,9999-01-01,1985-07-24
15597,JoAnne,Farris,Senior Staff,1991-11-09,9999-01-01,1985-11-09
15600,Mack,Perna,Senior Engineer,1994-04-26,9999-01-01,1985-04-26
15606,Tadanori,Couchot,Senior Engineer,1985-11-29,9999-01-01,1985-11-29
15648,Shaunak,Suppi,Senior Engineer,1985-07-20,9999-01-01,1985-07-20
15651,Huan,Iwayama,Senior Engineer,2001-11-22,9999-01-01,1985-11-22
15652,Tokuyasu,Sundgren,Senior Staff,1999-10-20,9999-01-01,1985-11-27
15703,Chenye,Hanratty,Engineer,1994-12-06,9999-01-01,1985-11-18
15709,Lena,Aloisi,Senior Staff,1985-03-11,9999-01-01,1985-03-11
15726,Zhilian,Parascandalo,Senior Staff,2001-08-28,9999-01-01,1985-07-03
15731,Bangqing,Kaltofen,Senior Engineer,1990-04-01,9999-01-01,1985-04-01
15767,Baocai,Broomell,Senior Engineer,1999-06-09,9999-01-01,1985-06-08
15802,Adhemar,Haumacher,Senior Staff,1992-04-08,9999-01-01,1985-04-08
15833,Magy,Pettit,Senior Engineer,1993-12-16,9999-01-01,1985-12-16
15836,Christophe,Sewelson,Senior Staff,1990-12-05,9999-01-01,1985-12-05
15838,Zissis,Montresor,Senior Staff,1992-06-15,9999-01-01,1985-12-20
15848,Jiakeng,Gulik,Engineer,1999-02-17,9999-01-01,1985-09-18
15859,Godehard,Hennings,Staff,1998-01-19,9999-01-01,1985-03-21
15865,Demin,Otillio,Senior Engineer,2000-01-30,9999-01-01,1985-05-26
15870,Erez,Yurek,Senior Staff,1992-02-25,9999-01-01,1985-03-22
15874,Ewing,Fairtlough,Engineer,1998-10-10,9999-01-01,1985-11-19
15876,Munehiro,Vakili,Senior Engineer,1999-08-03,9999-01-01,1985-08-02
15883,Jixiang,Rosin,Senior Engineer,1992-04-02,9999-01-01,1985-04-02
15902,Kazuhide,Stille,Senior Staff,1993-03-23,9999-01-01,1985-06-27
15916,Bader,Hopewell,Engineer,1998-07-12,9999-01-01,1985-10-25
15934,Kensyu,Shinomoto,Assistant Engineer,1995-08-20,9999-01-01,1985-11-21
15956,Elvia,Matzen,Senior Staff,1991-05-03,9999-01-01,1985-05-03
15961,Yucel,Pargas,Technique Leader,1996-07-03,9999-01-01,1985-07-15
15975,Barun,Schueller,Senior Engineer,1985-03-15,9999-01-01,1985-02-28
15977,King,Ballarin,Senior Staff,2000-11-02,9999-01-01,1985-11-06
15994,Jasminko,Delgrange,Engineer,1998-05-03,9999-01-01,1985-10-28
16000,Marek,Demos,Senior Engineer,2002-05-05,9999-01-01,1985-04-03
16002,Shigeu,Coullard,Senior Engineer,1994-06-16,9999-01-01,1985-06-16
16017,Theirry,Lichtman,Senior Staff,1990-10-04,9999-01-01,1985-10-04
16019,Chaoyi,Heystek,Senior Engineer,1990-08-01,9999-01-01,1985-08-01
16024,Masaru,Mellouli,Senior Engineer,1993-05-02,9999-01-01,1985-05-02
16025,Doowon,Luce,Senior Engineer,1994-03-05,9999-01-01,1985-08-17
16044,Mang,Heinisuo,Senior Staff,1993-07-11,9999-01-01,1985-07-11
16052,Maria,Rodham,Senior Engineer,1997-01-26,9999-01-01,1985-11-24
16055,Akeel,Heyers,Senior Engineer,1996-08-08,9999-01-01,1985-08-12
16060,Apostol,Radhakrishnan,Senior Staff,2000-11-11,9999-01-01,1985-12-31
16061,Sverrir,Luan,Senior Engineer,1994-07-12,9999-01-01,1985-07-12
16066,Marsha,Penn,Senior Staff,1993-09-16,9999-01-01,1985-09-16
16076,Marko,Ebeling,Engineer,1997-08-06,9999-01-01,1985-12-21
16079,Leen,Shrader,Senior Engineer,1990-02-20,9999-01-01,1985-03-31
16094,Berto,Rosar,Senior Engineer,1999-07-18,9999-01-01,1985-08-31
16098,Stella,Fortenbacher,Senior Engineer,1992-09-30,9999-01-01,1985-09-30
16104,Khatoun,Tyugu,Engineer,1994-10-21,9999-01-01,1985-10-21
16107,Feiyu,Luit,Senior Staff,1990-03-30,9999-01-01,1985-03-30
16115,Haldun,Silva,Senior Staff,1991-11-14,9999-01-01,1985-11-14
16124,Jayesh,Perri,Senior Engineer,1998-05-12,9999-01-01,1985-09-29
16160,Mayuri,Halloran,Senior Staff,2000-11-15,9999-01-01,1985-11-24
16174,Jinya,Senzako,Assistant Engineer,1999-02-01,9999-01-01,1985-03-24
16223,Eckart,Marsiglia,Senior Engineer,1986-07-17,9999-01-01,1985-09-04
16227,Hitomi,Vural,Senior Engineer,1993-09-25,9999-01-01,1985-09-25
16230,Ung,Babu,Senior Staff,1996-02-19,9999-01-01,1985-08-08
16246,Makato,Masaki,Engineer,1996-10-10,9999-01-01,1985-06-25
16266,Mikhail,Sethi,Senior Staff,1985-10-25,9999-01-01,1985-10-25
16290,Candida,Clemencon,Senior Engineer,1996-12-02,9999-01-01,1985-11-13
16305,Herb,Penttonen,Senior Engineer,1993-02-04,9999-01-01,1985-02-04
16326,Suvo,Beerel,Senior Staff,1993-07-03,9999-01-01,1985-07-03
16341,Boutros,Fendler,Senior Staff,1999-12-08,9999-01-01,1985-11-01
16354,Maren,Siochi,Senior Engineer,1997-12-26,9999-01-01,1985-07-23
16355,Nikolaos,Luca,Senior Staff,1992-06-30,9999-01-01,1985-09-02
16362,Niranjan,Felcyn,Senior Staff,1995-04-07,9999-01-01,1985-04-26
16365,Janalee,Mellouli,Senior Staff,1990-04-27,9999-01-01,1985-04-27
16379,Tadanori,Marshall,Senior Engineer,1990-10-08,9999-01-01,1985-10-08
16389,Kwangjo,Sadowsky,Senior Staff,1992-05-11,9999-01-01,1985-05-11
16397,Shimshon,Cusworth,Senior Staff,1990-05-24,9999-01-01,1985-05-24
16431,Jinxi,Valette,Senior Staff,1991-06-19,9999-01-01,1985-06-19
16438,Abdulla,Demeyer,Senior Engineer,1996-04-08,9999-01-01,1985-05-17
16448,Tsvetan,Zwicker,Senior Engineer,1999-04-26,9999-01-01,1985-02-15
16451,Domenick,Maierhofer,Senior Staff,1991-05-27,9999-01-01,1985-05-27
16455,Otmar,Itzigehl,Senior Staff,1999-02-02,9999-01-01,1985-09-25
16459,Parto,Godskesen,Staff,1999-01-01,9999-01-01,1985-11-08
16462,Marc,Kamble,Senior Staff,1993-05-16,9999-01-01,1985-05-16
16470,Poornachandra,Plesums,Senior Engineer,1992-10-15,9999-01-01,1985-10-15
16487,Arunas,Yemenis,Senior Staff,2001-10-18,9999-01-01,1985-10-24
16517,Marko,Alpin,Senior Staff,1996-11-20,9999-01-01,1985-11-23
16523,Reinhold,Rebaine,Senior Staff,1997-08-20,9999-01-01,1985-10-02
16534,Kwok,Prochazka,Senior Staff,1993-10-07,9999-01-01,1985-10-07
16549,Olivera,Thibadeau,Senior Staff,2000-03-02,9999-01-01,1985-07-06
16562,Ayakannu,Lueh,Staff,1996-10-23,9999-01-01,1985-03-12
16595,Venkatesan,Oaver,Staff,1998-04-14,9999-01-01,1985-08-06
16605,Anestis,Taneja,Senior Staff,1988-04-12,9999-01-01,1985-04-22
16627,Hongzhu,Nyanchama,Senior Engineer,1993-08-16,9999-01-01,1985-08-16
16648,Heather,Kropatsch,Senior Staff,1998-09-17,9999-01-01,1985-06-04
16660,Xiong,Tasistro,Senior Engineer,1999-07-29,9999-01-01,1985-07-28
16681,Gurbir,Mitina,Senior Staff,1993-12-08,9999-01-01,1985-12-08
16707,Dulce,Naudin,Technique Leader,1985-12-25,9999-01-01,1985-12-25
16716,Ramachenga,Zumaque,Engineer,2000-02-02,9999-01-01,1985-10-22
16739,Insup,Morris,Senior Engineer,1992-05-09,9999-01-01,1985-05-09
16749,Katsuo,Demir,Senior Staff,1985-11-28,9999-01-01,1985-11-28
16754,Udi,Linares,Senior Staff,1992-05-27,9999-01-01,1985-07-03
16781,Emdad,Cangellaris,Senior Engineer,2001-10-15,9999-01-01,1985-10-15
16802,Ymte,Bahk,Senior Staff,1992-07-03,9999-01-01,1985-07-03
16803,Ziva,Rohrbach,Engineer,1994-03-14,9999-01-01,1985-03-14
16807,Ghassan,Ginesta,Staff,1996-12-30,9999-01-01,1985-07-31
16824,Masadi,Chaudhuri,Senior Staff,1998-08-05,9999-01-01,1985-05-15
16827,Debaprosad,Stafford,Staff,1998-08-18,9999-01-01,1985-03-09
16849,Kinh,Uhrik,Senior Engineer,1991-08-13,9999-01-01,1985-08-13
16851,Leon,Stasinski,Senior Staff,1992-03-10,9999-01-01,1985-06-09
16852,Yefim,Fontet,Senior Engineer,1993-05-14,9999-01-01,1985-05-14
16861,Moon,Akaboshi,Senior Engineer,1995-12-14,9999-01-01,1985-12-14
16862,JiYoung,Eppinger,Senior Engineer,1992-04-26,9999-01-01,1985-04-06
16887,Bernardo,Sinitsyn,Senior Engineer,1994-02-06,9999-01-01,1985-02-06
16897,Charlene,Ebeling,Technique Leader,1989-09-13,9999-01-01,1985-12-08
16909,Khalid,Nollmann,Senior Engineer,1993-08-19,9999-01-01,1985-12-07
16920,Uta,Randt,Senior Engineer,1991-07-17,9999-01-01,1985-07-17
16923,Ramachenga,Kroll,Senior Engineer,2001-04-19,9999-01-01,1985-04-26
16924,Halsur,Waterhouse,Senior Engineer,1990-10-13,9999-01-01,1985-12-01
16945,Ramzi,McConalogue,Senior Engineer,1991-02-14,9999-01-01,1985-06-13
16949,Marla,Demeyer,Staff,1994-10-09,9999-01-01,1985-11-07
16955,Sangeeta,Marrakchi,Senior Staff,2001-03-14,9999-01-01,1985-05-22
16974,Duangkaew,Shokrollahi,Technique Leader,1985-08-27,9999-01-01,1985-08-27
16985,Taiji,Lupu,Senior Staff,1985-11-26,9999-01-01,1985-11-26
16986,Hirochika,Gecseg,Senior Engineer,1993-05-09,9999-01-01,1985-06-12
16992,Kiyomitsu,Ranka,Technique Leader,1985-09-05,9999-01-01,1985-09-05
17012,Valdiodio,Petereit,Senior Engineer,1998-11-02,9999-01-01,1985-11-04
17037,Golgen,Diderrich,Senior Staff,1990-02-03,9999-01-01,1985-02-03
17051,Jenwei,Hedayat,Engineer,1999-05-18,9999-01-01,1985-04-29
17060,Pranjal,Waterhouse,Senior Engineer,1993-11-04,9999-01-01,1985-09-30
17063,Anoosh,Thiran,Senior Staff,1992-12-12,9999-01-01,1985-12-12
17081,Weiru,Murtafg,Senior Engineer,1992-12-28,9999-01-01,1985-12-28
17089,Rafail,Erman,Senior Staff,1991-04-10,9999-01-01,1985-04-10
17102,Radhika,Garnick,Staff,1998-01-16,9999-01-01,1985-04-03
17103,Takahiro,Feldmann,Senior Engineer,1993-10-07,9999-01-01,1985-05-09
17125,Akhilish,Zweizig,Senior Engineer,2001-10-17,9999-01-01,1985-10-17
17131,Yunming,Gerlach,Senior Staff,2000-01-22,9999-01-01,1985-02-12
17143,Ziyad,Munke,Senior Engineer,1985-09-10,9999-01-01,1985-09-10
17182,Mayuri,Strooper,Senior Staff,1992-03-16,9999-01-01,1985-03-16
17203,Arra,Macedo,Senior Engineer,1997-01-06,9999-01-01,1985-04-09
17215,Junichi,Langford,Senior Engineer,1996-06-17,9999-01-01,1985-03-07
17235,Ronnie,Rissanen,Senior Engineer,1998-03-24,9999-01-01,1985-06-13
17238,Achilleas,Schach,Senior Staff,1994-07-07,9999-01-01,1985-07-07
17241,Unal,Polupanov,Senior Staff,1998-04-15,9999-01-01,1985-05-09
17261,Shuji,Mondadori,Senior Engineer,1993-03-21,9999-01-01,1985-03-21
17270,Persi,Coombs,Engineer,1996-08-19,9999-01-01,1985-07-09
17273,Aiichiro,Verhaegen,Senior Engineer,1985-07-06,9999-01-01,1985-07-06
17294,Shrikanth,Pietrzykowski,Senior Engineer,1994-08-17,9999-01-01,1985-12-22
17312,JoAnne,Cappelletti,Senior Engineer,1990-04-07,9999-01-01,1985-04-07
17318,Shunichi,Iwayama,Senior Engineer,1991-04-23,9999-01-01,1985-04-23
17332,Valery,Grospietsch,Senior Staff,1985-03-02,9999-01-01,1985-03-02
17339,Fan,Mullainathan,Engineer,1999-10-03,9999-01-01,1985-03-11
17340,Yurii,Brookman,Senior Staff,1992-07-05,9999-01-01,1985-07-05
17359,Heon,Baak,Senior Engineer,1991-10-24,9999-01-01,1985-10-24
17384,Youngkon,Nooteboom,Senior Staff,1997-04-04,9999-01-01,1985-11-02
17389,Taiji,Kemmerer,Senior Engineer,1997-02-01,9999-01-01,1985-02-02
