emp_no,first_name,last_name,title,from_date,to_date,salary
428294,Nimmagadda,Kusakari,Engineer,1992-09-29,1998-05-14,40000
428917,Theron,Billawala,Senior Engineer,2001-02-16,9999-01-01,40000
429040,Bader,Detkin,Staff,1993-10-24,1999-07-31,62602
429087,Hugh,Senzako,Technique Leader,1992-10-15,9999-01-01,51383
429231,Kazuyasu,Schmiedel,Senior Staff,1991-09-07,9999-01-01,85371
429238,Mona,Luck,Senior Staff,1989-05-11,9999-01-01,98463
429249,Alassane,Wolniewicz,Senior Engineer,1993-10-06,9999-01-01,40000
429316,Seshu,Hiraishi,Senior Staff,2001-08-10,9999-01-01,40000
429381,Limsoon,Roohalamini,Senior Staff,1992-11-25,9999-01-01,75021
429419,Adas,Chinen,Senior Staff,1998-01-04,2002-05-15,41687
429481,Subhada,Emmerich,Engineer,1996-03-06,9999-01-01,50310
429520,Yongqiao,Francisci,Engineer,1999-12-01,9999-01-01,64463
429532,Bartek,Vendrig,Senior Staff,1996-11-11,9999-01-01,68137
429553,Tadanori,Fujisawa,Technique Leader,1999-08-07,2000-07-04,57263
429569,Fumiya,Chappelet,Engineer,1999-09-04,9999-01-01,47441
429703,Ung,Honglei,Senior Staff,1993-09-02,9999-01-01,40000
429756,Jiann,Hofmeyr,Staff,1992-02-03,1997-10-23,72633
429899,Ranan,Marsiglia,Staff,1999-08-13,9999-01-01,40554
429954,Renny,Gladwell,Staff,1999-02-27,9999-01-01,77431
430054,Erzsebet,Setiz,Senior Engineer,1998-06-10,9999-01-01,91507
430558,Xiong,Roisin,Senior Engineer,1995-03-02,9999-01-01,40000
430593,Janalee,Lanzelotte,Senior Staff,1997-12-01,9999-01-01,40000
430631,Kersti,Marsiglia,Engineer,1994-02-19,9999-01-01,55205
430891,Khalil,Gien,Senior Engineer,1991-08-06,9999-01-01,68320
430981,Amabile,Koyama,Senior Staff,1990-07-25,1993-05-14,40000
431353,Bedir,Reeken,Senior Staff,1991-02-17,1998-10-25,56951
431576,Masamitsu,Back,Senior Staff,1994-03-25,9999-01-01,76741
431657,Visit,Thiran,Senior Engineer,1991-11-14,9999-01-01,40000
431759,Alassane,Ramsay,Engineer,1987-11-05,1989-04-12,44859
431882,Hideo,Varman,Engineer,1997-06-19,9999-01-01,53101
431887,Poorav,Ranst,Senior Engineer,1996-06-01,9999-01-01,44157
432031,Adamantios,Matzat,Senior Staff,1993-02-28,9999-01-01,60534
432034,Arfst,Uehara,Senior Staff,1993-11-15,9999-01-01,50138
432089,Irena,Gulla,Senior Engineer,1989-12-30,2002-01-11,56890
432121,Alair,Straney,Senior Staff,1992-11-14,9999-01-01,40000
432257,Kwangjo,Hiltgen,Engineer,1998-12-22,9999-01-01,84748
432261,Arve,Bergere,Senior Engineer,1994-07-28,9999-01-01,73145
432399,Nitsan,Nollmann,Senior Engineer,1996-09-09,9999-01-01,40000
432523,Takahiro,Maquelin,Engineer,1997-07-21,9999-01-01,77172
432665,Flemming,Driscoll,Senior Engineer,1999-06-28,9999-01-01,42199
432787,Toshiko,Ibel,Senior Engineer,1996-11-23,9999-01-01,41515
432890,Nalini,Perly,Senior Engineer,1999-03-07,2001-01-15,56269
432956,Qunsheng,Birrer,Senior Staff,1994-05-13,9999-01-01,59603
433059,Bojan,Montresor,Staff,1995-02-04,9999-01-01,83650
433157,Tomofumi,Serna,Staff,1999-10-23,9999-01-01,84693
433260,Make,Olivero,Engineer,1998-06-01,9999-01-01,40000
433438,Keiichiro,Miyakawa,Senior Staff,2000-09-12,9999-01-01,86599
433465,Wonhee,Benveniste,Senior Staff,1985-12-21,1987-03-23,40000
433640,Monique,Baer,Senior Staff,1987-12-12,1996-02-13,60932
434384,Greger,Babb,Senior Staff,1995-11-06,2002-01-18,46939
434845,Takushi,Skogmar,Senior Staff,1991-06-07,9999-01-01,56010
434936,Sahrah,Rosis,Senior Engineer,2000-06-23,9999-01-01,54397
435026,Shim,Versino,Senior Engineer,1986-08-20,1997-11-20,46644
435042,Brigham,Borstler,Staff,1995-10-09,9999-01-01,55687
435060,Moie,Lieblein,Staff,1996-07-12,9999-01-01,48951
435181,Kazuhide,Fiutem,Senior Staff,1998-05-10,9999-01-01,40000
435226,Yinghua,Panwar,Senior Staff,1994-06-11,1996-02-26,40178
435289,Feixiong,Schurmann,Senior Staff,1993-02-14,9999-01-01,78074
435305,Berthier,Pramanik,Senior Staff,1999-01-23,9999-01-01,61083
435357,Jaques,Standera,Engineer,1997-10-02,1998-03-11,54147
435370,Conal,Basart,Senior Staff,1991-05-17,9999-01-01,56330
435588,Genta,Pepe,Senior Staff,2002-04-12,9999-01-01,40000
435602,Dietrich,Kranzdorf,Senior Staff,2001-10-04,9999-01-01,70591
435664,Sham,Chiodo,Senior Engineer,1997-07-28,2000-06-16,40000
435774,Olivera,Bharadwaj,Senior Staff,2001-04-01,9999-01-01,62182
435791,Hercules,Speer,Senior Engineer,1999-03-07,9999-01-01,41333
436558,Subir,Greibach,Senior Engineer,1992-05-24,9999-01-01,59648
436797,Ohad,Henders,Senior Staff,1996-11-02,9999-01-01,47748
436827,Wojceich,Limongiello,Senior Staff,1988-03-10,9999-01-01,42069
436915,Feixiong,Haraldson,Staff,1998-10-11,9999-01-01,40000
437276,Dines,DeMori,Senior Staff,1994-12-07,9999-01-01,52997
437369,Kazuhide,Biran,Senior Staff,1995-01-25,9999-01-01,44053
437395,Sumant,Thambidurai,Senior Staff,2000-01-02,9999-01-01,75620
437724,Erez,Luft,Staff,1994-12-14,9999-01-01,53468
437870,Kerhong,Lorho,Staff,1995-06-18,9999-01-01,65132
438038,Lena,Giaccio,Senior Staff,1999-03-17,9999-01-01,77091
438158,Shaw,Varman,Senior Engineer,1994-12-16,1999-05-13,63411
438264,Rasikan,Barreiro,Senior Staff,2000-09-26,9999-01-01,42706
438557,Lidong,Swist,Engineer,1999-09-16,9999-01-01,40000
438723,Charlene,Verspoor,Engineer,2000-03-16,2001-11-13,90322
439377,Mari,Plessier,Senior Engineer,1997-07-04,9999-01-01,40000
439905,Kousuke,Levasseur,Senior Staff,1996-03-15,9999-01-01,56753
439924,Gunilla,Kisuki,Senior Staff,2000-08-13,9999-01-01,81991
440325,Douadi,Sullins,Senior Staff,1999-09-25,9999-01-01,70248
440435,Sandeepan,Rosti,Senior Engineer,1991-11-26,9999-01-01,40000
440450,Tzvetan,Scharstein,Senior Staff,1999-06-16,9999-01-01,42474
440642,Snehasis,Kalsbeek,Senior Staff,1997-01-05,9999-01-01,96916
440870,Filipp,Hasham,Senior Staff,1999-07-11,9999-01-01,40000
440937,Fabrizio,Usery,Senior Staff,1999-10-14,9999-01-01,55815
440997,Manton,Schapiro,Senior Staff,1991-03-26,2001-01-31,58036
441197,Miquel,Legleitner,Senior Staff,1993-06-28,9999-01-01,56738
441536,Chinho,Collette,Senior Engineer,1990-08-07,9999-01-01,40000
441651,Aimee,Billawala,Engineer,1989-02-20,1995-08-24,43508
441954,Leszek,Marchegay,Engineer,1999-06-13,9999-01-01,42564
441965,Claudi,Heijenga,Senior Staff,1994-08-30,9999-01-01,40000
442002,Ravishankar,Baig,Senior Staff,2000-03-17,9999-01-01,72966
442096,Martijn,DiGiano,Senior Engineer,1990-06-15,9999-01-01,52432
442312,Zengping,Cusworth,Senior Engineer,1997-06-06,9999-01-01,50796
442490,Navid,Luke,Engineer,1994-10-17,9999-01-01,90851
442653,Mona,Hebden,Engineer,1995-10-20,9999-01-01,64003
442700,Siddarth,Masada,Staff,1997-08-11,9999-01-01,52753
442704,Terresa,Milicia,Engineer,1993-05-24,1997-11-21,64130
442898,Aksel,Gire,Engineer,1999-06-27,9999-01-01,40000
443108,Christfried,Atrawala,Senior Staff,1990-07-13,9999-01-01,60079
443339,Shir,Krone,Staff,1996-10-02,1998-09-07,40000
443485,Marke,Klerer,Senior Staff,1990-04-14,9999-01-01,54884
443632,Bernd,Conia,Staff,1999-11-25,2002-04-25,61057
443841,Shaw,Kading,Senior Staff,2000-07-16,9999-01-01,91933
443873,Vatsa,Ramsay,Senior Staff,2002-02-04,9999-01-01,60024
444070,Heping,Skrikant,Senior Staff,1999-11-27,9999-01-01,40000
444099,Kousuke,Worfolk,Senior Staff,1997-03-22,9999-01-01,81037
444208,Irena,Cesareni,Senior Staff,1985-10-30,9999-01-01,81161
444228,Xinglin,Busillo,Senior Engineer,1998-10-08,1999-06-11,45512
444465,Prasadram,Bultermann,Senior Engineer,1997-08-29,9999-01-01,47281
444487,Udi,Rullman,Senior Engineer,1994-04-09,9999-01-01,40000
444643,Berna,Schonegge,Staff,1998-06-28,9999-01-01,40000
445067,Eldridge,Kawashima,Senior Engineer,1997-02-27,9999-01-01,45253
445152,Heping,Peac,Senior Staff,1992-03-20,9999-01-01,49949
445201,Randi,Alblas,Staff,1992-05-02,2000-01-27,42975
445226,Oscar,Baumann,Senior Engineer,1996-01-22,9999-01-01,40000
445456,Apostol,Gruenwald,Engineer,1998-08-04,2000-03-18,40000
445514,Tuval,Albarhamtoshy,Technique Leader,1990-09-24,1999-10-28,45560
445570,Van,Nations,Technique Leader,1986-08-11,9999-01-01,46882
445723,Gaurav,Roison,Senior Staff,1995-10-22,9999-01-01,55964
445941,Masako,Dechter,Technique Leader,1985-09-25,9999-01-01,41871
445950,Ebru,Valtorta,Senior Engineer,1997-12-09,9999-01-01,40000
446121,Fay,Cochrane,Staff,1999-12-13,9999-01-01,66901
446306,Hercules,Kabayashi,Senior Engineer,1991-06-10,9999-01-01,52162
446424,DAIDA,Nooteboom,Senior Engineer,1992-11-24,9999-01-01,58549
446785,Yuping,Papastamatiou,Engineer,1988-08-30,1992-01-16,40000
446897,Takahiro,Dalton,Technique Leader,1992-09-30,9999-01-01,40000
446959,Aram,Passino,Senior Engineer,1995-01-28,9999-01-01,46058
447018,Dannz,Miara,Senior Engineer,2000-12-04,9999-01-01,40000
447135,Gennady,Rouquie,Senior Staff,1989-08-24,9999-01-01,40000
447191,Dmitri,Rousseau,Engineer,1995-06-19,1997-05-26,51948
447232,Aleksander,Schaaf,Senior Staff,2001-05-25,9999-01-01,102759
447290,Maria,Miculan,Senior Engineer,1998-04-12,1998-05-08,40175
447376,Kirk,Zongker,Staff,1999-12-10,9999-01-01,70592
447544,Stabislas,Kakkad,Senior Staff,1989-02-19,9999-01-01,86434
447599,Heeju,Kemmerer,Technique Leader,1991-12-26,1996-02-15,40000
447613,Paris,Restivo,Senior Engineer,1991-11-21,9999-01-01,43894
447877,Make,Heuser,Senior Engineer,1997-07-02,9999-01-01,40000
447931,Martijn,Jeong,Senior Staff,1999-12-14,9999-01-01,72595
447966,Kamakshi,Hebert,Senior Engineer,2002-01-17,9999-01-01,57165
447982,Shiv,Baezner,Senior Engineer,1996-12-16,9999-01-01,40000
447999,Shiv,Vilarrasa,Senior Engineer,1995-08-01,9999-01-01,48626
448165,Anyuan,Schwaller,Senior Staff,1999-08-31,2001-05-06,62317
448769,Mong,Dichev,Technique Leader,1997-10-11,9999-01-01,56886
448900,Mart,Talmor,Staff,1999-05-11,9999-01-01,55122
448918,Chiradeep,Arlazarov,Senior Engineer,1998-10-06,9999-01-01,48275
448994,Haldun,Syang,Staff,1997-02-11,9999-01-01,55952
449189,Jahangir,Bernatsky,Senior Staff,1995-09-30,9999-01-01,52150
449815,Fumitaka,Quittner,Senior Staff,1993-04-20,9999-01-01,43762
449966,Mabry,Knightly,Staff,1994-01-04,2001-03-06,60157
449984,Hinrich,Perin,Senior Engineer,1993-11-20,9999-01-01,40000
450184,Selwyn,Henseler,Senior Engineer,1993-03-09,9999-01-01,57687
450255,Udo,Waymire,Technique Leader,1986-06-14,9999-01-01,40000
450309,Gill,Orlowska,Technique Leader,1986-12-25,9999-01-01,47695
450371,Eldridge,Pargaonkar,Senior Engineer,1998-08-03,1999-09-04,41751
450421,Selwyn,Munoz,Engineer,1989-07-05,1992-10-07,40000
450475,Saeed,Bahl,Senior Staff,1991-01-29,9999-01-01,41804
450510,Boalin,Tramer,Staff,1992-04-13,1993-02-24,40000
450817,DAIDA,Frolund,Senior Engineer,1996-07-16,9999-01-01,56583
450888,Sedat,Rande,Senior Staff,2001-03-24,9999-01-01,55308
450934,Chanjung,Raoux,Senior Engineer,1998-05-25,9999-01-01,40000
450936,Yuriy,Ponthieu,Senior Staff,1996-12-10,9999-01-01,49451
451253,Jaihie,Ozeri,Senior Staff,1997-06-20,9999-01-01,66577
451272,Jacopo,Krohm,Senior Engineer,1997-04-23,9999-01-01,50905
451275,Bedrich,Isard,Senior Staff,1986-06-07,9999-01-01,40000
451333,Radhika,Bonifati,Senior Staff,1995-03-11,9999-01-01,40000
452137,Subir,Miake,Senior Engineer,2002-07-11,9999-01-01,59812
452196,Bartek,Snyers,Senior Staff,1992-01-14,2001-05-02,40000
452206,Arra,Esposito,Staff,1994-11-03,9999-01-01,57175
452325,Taiji,Berstel,Senior Engineer,2001-12-02,9999-01-01,71879
452347,Shigeichiro,Brattka,Senior Staff,2001-07-13,9999-01-01,56042
452365,Fei,Gadepally,Engineer,1997-11-13,9999-01-01,40000
452956,Gou,Thombley,Senior Engineer,1987-04-09,9999-01-01,44716
452957,Alair,Nanard,Staff,1996-02-10,9999-01-01,60350
452970,Mari,Fargier,Senior Engineer,1992-08-18,1995-12-11,40000
452982,Lobel,Aloia,Senior Staff,1994-12-29,9999-01-01,103154
453070,Aran,Rosenbaum,Senior Staff,2000-04-24,9999-01-01,40000
453154,Gao,Lally,Staff,1996-03-01,9999-01-01,40000
453644,Berni,Takkinen,Senior Staff,1997-06-08,9999-01-01,60389
453688,Chinya,Leslie,Engineer,1995-10-28,9999-01-01,40000
453723,Arne,Kohling,Senior Engineer,1993-12-13,9999-01-01,40996
453760,Ewing,Rajala,Senior Staff,2001-06-21,9999-01-01,40000
453790,Fai,Keirsey,Senior Engineer,1999-10-12,9999-01-01,59270
453913,Stein,Perng,Senior Staff,1998-04-29,9999-01-01,66997
453996,Sugwoo,Weiland,Senior Engineer,1997-04-23,1999-01-18,51234
454338,Mohammed,Georg,Engineer,1998-08-03,9999-01-01,40000
454378,Gina,Ossenbruggen,Technique Leader,1998-01-03,9999-01-01,63514
454736,Nechama,Ermel,Engineer,1995-06-05,9999-01-01,45224
454791,Xiaoqiu,Pietracaprina,Senior Engineer,1994-07-09,9999-01-01,70297
454825,Kamakshi,Schusler,Senior Engineer,2001-05-24,9999-01-01,55857
454994,Mohan,Picht,Senior Engineer,2000-02-24,9999-01-01,40000
455113,Manohar,Rothenberg,Staff,1999-04-22,2002-06-16,40000
455175,Soenke,Zaumen,Senior Staff,1998-02-21,9999-01-01,40000
455243,Khoa,Bahk,Senior Engineer,1991-06-10,1998-02-07,40126
455284,Luisa,Baig,Senior Engineer,2002-07-12,9999-01-01,40000
455296,Mang,Sundgren,Engineer,1995-11-27,1999-07-13,40000
455364,Ranga,Plesums,Senior Staff,1990-01-28,1997-05-13,66467
455415,Weiye,Krohm,Senior Staff,1999-10-29,2000-02-10,58961
455726,Qiwen,Kriebel,Senior Staff,1992-12-12,9999-01-01,89978
455814,Giao,DuCasse,Senior Engineer,1999-07-19,9999-01-01,40757
455914,Peer,Angelopoulos,Senior Engineer,1996-07-23,9999-01-01,62820
456767,Tetsurou,Schreiter,Senior Staff,1994-07-17,9999-01-01,81806
456824,Aloke,Neiman,Technique Leader,1985-07-10,1996-07-23,45789
456982,Shounak,Dratva,Senior Engineer,1997-01-05,9999-01-01,41631
457070,Gay,Plavsic,Senior Staff,1994-08-06,9999-01-01,40000
457146,Jinpo,Heyers,Staff,1999-01-07,9999-01-01,58534
457305,Sorina,Lakshmanan,Staff,1994-09-03,9999-01-01,71290
457337,Xumin,Beidas,Technique Leader,1995-04-27,9999-01-01,40000
457411,Xudong,Peck,Senior Engineer,1988-04-18,9999-01-01,40000
457489,Berna,Ranst,Senior Engineer,1992-05-14,9999-01-01,42727
457611,Indrajit,Krogh,Engineer,1998-09-18,9999-01-01,40000
457653,Yakichi,Naumovich,Technique Leader,1988-06-12,1988-07-03,40000
457776,Florian,Siepmann,Senior Engineer,1996-12-20,9999-01-01,42709
457813,Foong,Gargeya,Senior Engineer,2000-01-24,9999-01-01,40000
457832,Jackson,Zielinski,Senior Engineer,1997-09-12,9999-01-01,40000
457938,Arch,Picco,Senior Staff,2000-06-07,9999-01-01,56568
458111,Florian,Tramer,Engineer,1999-11-07,9999-01-01,76812
458134,Thanasis,Standera,Senior Staff,1992-03-20,9999-01-01,40000
458191,George,Atchley,Staff,1997-07-02,9999-01-01,71591
458383,Mabhin,Foote,Engineer,1999-04-23,9999-01-01,40000
458726,Shahaf,Kitai,Senior Staff,1991-12-26,9999-01-01,40000
458790,Ramya,Azadmanesh,Senior Engineer,1994-11-19,9999-01-01,40000
458919,Kaijung,Papadias,Engineer,1999-05-01,2001-04-12,65011
459172,Val,Rissanen,Engineer,1999-11-20,9999-01-01,58787
459356,Pramod,Wendorf,Engineer,1998-12-25,9999-01-01,40000
459429,Mohit,Verhaegen,Senior Staff,1999-05-28,9999-01-01,92397
459685,Hirochika,Goldhammer,Engineer,1998-03-12,9999-01-01,44433
459846,Yuping,Sethi,Staff,1997-12-28,1999-05-21,40000
460131,Adly,Hambrick,Staff,1997-07-25,9999-01-01,68182
460691,Munehiko,Gihr,Senior Staff,1989-12-06,9999-01-01,40000
460707,Yoshinari,Lanteri,Senior Engineer,2001-12-25,9999-01-01,40000
460920,Remzi,Mitzlaff,Senior Staff,1986-04-06,9999-01-01,77844
461120,Shietung,Gelosh,Senior Engineer,2001-03-26,9999-01-01,68304
461270,Mrinalini,Mawatari,Staff,1996-01-03,9999-01-01,76737
461563,Sreenivas,Versino,Senior Staff,1985-08-24,1988-12-25,51708
461723,Deborah,Basawa,Assistant Engineer,1991-04-30,1993-03-16,51122
461801,Sumali,Cooman,Senior Staff,2000-02-16,9999-01-01,59006
462067,Sampalli,Francisci,Senior Staff,1994-11-25,2001-10-17,56407
462493,Paloma,Gerlach,Senior Engineer,1994-07-26,9999-01-01,40000
462736,Larisa,Murtafg,Staff,1991-02-25,1993-06-04,43051
462795,Somnath,Cummings,Senior Staff,2002-07-10,9999-01-01,47611
463023,Itzchak,Penn,Staff,1999-01-21,9999-01-01,53407
463099,Jinxi,Schmiedel,Senior Staff,1996-09-20,9999-01-01,59911
463212,Ramya,Rossi,Senior Engineer,1987-03-02,9999-01-01,47857
463472,Jaber,Sethi,Technique Leader,1995-06-06,9999-01-01,40000
463495,Alenka,Barriga,Senior Staff,1993-05-06,9999-01-01,40000
464284,Huiqun,Henders,Senior Staff,1993-05-19,9999-01-01,85882
464303,Abdelghani,Nyrup,Senior Staff,1994-08-02,9999-01-01,48803
464526,Berna,Comellas,Staff,1995-09-07,2000-02-18,47159
465062,Stafford,Gist,Senior Engineer,1995-05-08,9999-01-01,44624
465076,Tokuyasu,Ghelli,Senior Engineer,1993-05-05,9999-01-01,58601
465085,Vidar,Gunderson,Senior Staff,1996-03-18,9999-01-01,40000
465409,Shahid,Varman,Senior Staff,1993-08-27,9999-01-01,67038
465501,Mrinalini,Gire,Senior Staff,2000-11-09,9999-01-01,40000
465711,Lakshmi,Frijda,Senior Engineer,1995-04-21,9999-01-01,54507
465853,Kwan,Kampfer,Staff,1998-10-16,9999-01-01,40000
465874,Herb,Picht,Engineer,1994-05-31,9999-01-01,72099
466064,Temple,Danlos,Senior Staff,1994-06-13,9999-01-01,48435
466367,Hiroyasu,Strandh,Senior Staff,1997-06-05,9999-01-01,40000
466509,Bezalel,Verhoeff,Senior Engineer,1993-03-22,9999-01-01,40000
466603,Yechezkel,Nourani,Senior Staff,1996-07-31,9999-01-01,54724
466745,Boalin,Birsak,Senior Staff,2000-10-15,9999-01-01,40000
466911,Stepehn,Markovitch,Staff,1991-08-13,1995-08-07,48742
467176,Przemyslawa,Borovoy,Senior Staff,1998-06-18,9999-01-01,56585
467269,Nahum,Lambe,Technique Leader,1989-08-31,9999-01-01,40000
467392,Mariusz,Rikino,Senior Engineer,2001-04-12,9999-01-01,45749
467441,Margareta,Bondorf,Senior Engineer,1994-11-07,9999-01-01,40000
467591,Kiyotoshi,Hennebert,Staff,1997-09-21,9999-01-01,52731
467886,Sivanarayana,Chandrasekhar,Senior Staff,1996-01-24,9999-01-01,66865
467918,Tsuneo,Skrikant,Staff,1997-10-21,9999-01-01,40000
468360,Huei,Saoudi,Technique Leader,1994-08-10,9999-01-01,40000
468417,Kamakshi,Huhdanpaa,Senior Engineer,2001-08-26,9999-01-01,40000
468659,Ranga,Lemarechal,Senior Engineer,1997-11-05,9999-01-01,40000
468763,Sachin,Zlotek,Senior Engineer,1985-03-11,1990-08-09,49874
468773,Baziley,Brookner,Senior Engineer,1999-09-22,9999-01-01,41553
469104,Nadjib,Comellas,Senior Engineer,2002-04-18,9999-01-01,42499
469253,Baruch,Basawa,Senior Engineer,2001-09-17,9999-01-01,40000
469269,Weiyi,Codenie,Senior Engineer,1996-05-27,9999-01-01,40000
469366,Aiman,Wilfing,Senior Engineer,1999-12-30,9999-01-01,48989
469399,Hongzhu,Ruemmler,Engineer,1999-02-14,9999-01-01,51576
469527,Halsur,Ibel,Staff,1998-03-05,9999-01-01,43350
469529,Neven,Rikino,Senior Engineer,1993-10-21,9999-01-01,40247
469735,Arif,Stranks,Senior Engineer,1992-11-16,9999-01-01,65879
469805,Chaosheng,Shobatake,Senior Staff,1999-07-03,2001-09-15,55537
469867,Hein,Jonsson,Senior Staff,1990-02-12,9999-01-01,49974
470456,Reuven,Oehlmann,Senior Staff,1994-03-29,9999-01-01,45633
470472,Zhiguo,Staudhammer,Senior Engineer,1991-12-03,9999-01-01,40000
471397,Nigel,Zirintsis,Engineer,1999-01-03,9999-01-01,40000
471532,Feiyu,Decleir,Technique Leader,1998-09-13,9999-01-01,46522
471552,Basem,Lortz,Staff,1997-10-25,9999-01-01,42758
471911,Arun,Zaccaria,Engineer,1998-05-31,9999-01-01,40000
471939,Kazuhiko,Marshall,Staff,1999-11-16,9999-01-01,69487
472052,Godehard,Chinal,Assistant Engineer,1995-12-09,9999-01-01,52516
472143,Yahiko,Sommen,Senior Staff,1996-08-14,9999-01-01,78806
472238,Jungsoon,Gubsky,Senior Engineer,1990-10-09,9999-01-01,52860
472440,Xuejia,Leppanen,Staff,1998-08-25,2000-10-25,46886
472790,Zhenbing,Ibel,Senior Engineer,1985-10-29,9999-01-01,55035
472950,Weidon,Fordan,Senior Engineer,1986-03-27,9999-01-01,60425
473268,Hugo,Sgarro,Senior Staff,1992-04-24,9999-01-01,55564
473299,Khaled,Penn,Senior Staff,1999-05-20,9999-01-01,83582
473490,Pantung,Reeker,Senior Staff,1998-05-11,9999-01-01,40000
473824,Shin,Puoti,Staff,1996-12-20,1999-05-09,93536
473940,Avishai,Majewski,Engineer,1998-01-10,9999-01-01,46814
474162,Ung,Taubenfeld,Engineer,1999-10-14,2001-06-30,40000
474257,Sungwon,Kornyak,Staff,1991-04-04,1994-10-23,56841
474331,Sugwoo,Eugenio,Senior Staff,1991-10-06,9999-01-01,40000
474372,Monique,Cyre,Senior Staff,1993-02-13,1994-10-11,59269
474763,Mayuko,Clouatre,Engineer,1997-09-04,9999-01-01,61436
474796,Zongyan,Shackel,Technique Leader,1986-11-09,9999-01-01,68336
474918,Rasikan,Khalil,Engineer,1985-02-10,1985-03-11,40000
475087,Genevieve,Snedden,Senior Engineer,1988-10-21,9999-01-01,40000
475258,Fumiyo,Feinberg,Senior Staff,1995-11-22,9999-01-01,40000
475538,Christophe,Leaver,Staff,1998-10-31,9999-01-01,40000
475938,Shigeaki,Lanteri,Senior Engineer,1996-02-18,9999-01-01,40000
475965,Rimon,Pietracaprina,Senior Engineer,1990-07-10,9999-01-01,40000
476055,Girolamo,Schlumberger,Senior Staff,1998-03-07,9999-01-01,40000
476122,Khun,Spieker,Engineer,1995-05-07,9999-01-01,40000
476327,Reinhold,Binkley,Senior Engineer,2000-05-28,9999-01-01,51519
476361,Doohun,Preusig,Technique Leader,1985-04-13,9999-01-01,42446
476488,Yuping,Kuhnemann,Technique Leader,1986-12-13,1994-07-07,50260
477350,Terresa,Vigier,Staff,1998-07-08,9999-01-01,47167
477352,Nikolaos,Lorch,Engineer,1999-04-17,2002-03-07,40000
477578,Marit,Paludetto,Senior Engineer,1998-09-30,9999-01-01,83068
477969,Bluma,Mundy,Senior Engineer,2000-10-17,9999-01-01,40000
478007,Fumino,Narahara,Senior Engineer,2000-09-20,9999-01-01,47559
478170,Doowon,Schoegge,Engineer,2001-05-29,9999-01-01,40000
478218,Djenana,Erol,Engineer,1999-01-31,9999-01-01,65244
478439,Yuichiro,Bale,Technique Leader,1997-11-04,9999-01-01,47250
478768,Arun,Katzenelson,Senior Engineer,1997-10-27,9999-01-01,67237
478799,Shaw,Borovoy,Senior Staff,1991-05-11,9999-01-01,40297
478833,Pradeep,Valiente,Senior Engineer,1998-09-19,9999-01-01,83315
478858,Hidekazu,Perna,Staff,1999-11-08,9999-01-01,40000
479024,Ewing,Kalorkoti,Engineer,1996-12-21,9999-01-01,60882
479407,Randi,Tomescu,Senior Engineer,2000-11-25,9999-01-01,46866
479601,Kayoko,Bahi,Staff,1997-02-19,9999-01-01,65786
479695,Masamitsu,Murrill,Senior Staff,2002-06-27,9999-01-01,40176
480035,Sukumar,Georg,Senior Staff,1998-03-27,9999-01-01,40000
480066,Suebskul,Menhardt,Senior Engineer,1999-07-26,9999-01-01,40000
480178,Uinam,Rahier,Senior Staff,1996-02-10,9999-01-01,55930
480268,Gaurav,Cheshire,Technique Leader,1989-03-30,9999-01-01,44209
480407,Deniz,Bennis,Senior Engineer,1996-06-24,9999-01-01,40000
480571,Anoosh,Wielonsky,Engineer,1994-08-04,1996-08-01,53706
481050,Weiru,Burnard,Senior Staff,1999-10-15,9999-01-01,50385
481148,Gina,Decaestecker,Engineer,1986-06-20,1989-05-25,51644
481213,Shigehiro,Haldar,Senior Staff,1999-12-14,9999-01-01,73617
481397,Luisa,Chelton,Assistant Engineer,1998-08-13,9999-01-01,40000
481399,Amabile,Crelier,Staff,1998-06-16,2000-04-07,40000
481467,Margareta,Polajnar,Staff,1989-02-24,1996-07-01,65003
481764,Teiji,Marrakchi,Senior Engineer,1986-08-26,9999-01-01,60322
481790,Haldun,Erie,Senior Engineer,1996-09-12,9999-01-01,50133
481807,Taegyun,Vieri,Senior Engineer,1988-06-17,1989-03-03,44874
482278,Sven,Hinsberger,Senior Engineer,1989-09-11,1994-07-26,40000
482335,Kwangyoen,Peck,Engineer,1994-01-16,9999-01-01,56445
482354,Jayson,Zockler,Staff,1999-11-06,9999-01-01,40000
482755,Jouni,Conia,Senior Staff,1999-10-31,9999-01-01,77972
482756,Shaowei,Back,Senior Staff,1996-07-30,1998-12-21,90084
482885,Shaunak,Brizzi,Senior Engineer,2000-09-01,9999-01-01,49347
482905,Aral,Hebden,Senior Staff,1991-09-10,9999-01-01,65709
482944,Duke,Journel,Senior Staff,1997-10-25,9999-01-01,96529
483213,Phillip,Munch,Technique Leader,1991-09-02,1998-04-01,41881
483401,Rosita,Pokrovskii,Senior Staff,1996-08-03,9999-01-01,50685
483675,Hausi,Kamber,Senior Engineer,1993-02-15,9999-01-01,40000
483825,Marek,Mitchem,Senior Engineer,1992-11-20,9999-01-01,52817
483838,Sham,Kavanagh,Assistant Engineer,1997-12-18,9999-01-01,40000
483978,Dung,Tanemo,Senior Staff,1995-01-28,9999-01-01,100425
484126,Manton,Lueh,Senior Staff,1989-04-07,9999-01-01,48754
484142,Perry,Cooman,Senior Staff,1993-04-22,9999-01-01,40000
484498,Herbert,Hammerschmidt,Senior Engineer,2001-08-22,9999-01-01,66106
484756,Phule,Ruemmler,Senior Engineer,1996-08-08,9999-01-01,40000
